prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a dinosaur in the shape of a watermelon,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
e10adc3949ba59abbe56e057f20f883e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,309,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5f4dcc3b5aa765d61d8327deb882cf99,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,883,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
25d55ad283aa400af464c76d713c07ad,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,420,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d8578edf8458ce06fbc5bb76a58c5ca4,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,684,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
25f9e794323b453885f5181f1b624d0b,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,477,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
827ccb0eea8a706c4c34a16891f84e7b,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,255,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
81dc9bdb52d04dc20036dbd8313ed055,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,202,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
96e79218965eb72c92a549dd5a330112,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,294,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
fcea920f7412b5da7be0cf42b8c93759,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,364,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
8621ffdbc5698829397d97767ac13db3,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,635,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
4297f44b13955235245b2497399d7a93,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,300,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
276f8db0b86edaa7fc805516c852c889,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,822,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
e99a18c428cb38d5f260853678922e03,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,444,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
37b4e2d82900d5e94b8da524fbeb33c0,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,851,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d0763edaa9d9bd2a9516280e9044d885,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,659,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
0d107d09f5bbe40cade3de5c71e9e9b7,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,750,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
7d0710824ff191f6a0086a7e3891641e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,333,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
3bf1114a986ba87ed28fc1b5884fc2f8,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,646,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
eb0a191797624dd3a48fa681d3061212,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,652,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
f379eaf3c831b04de153469d1bec345e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,324,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6eea9b7ef19179a06954edd0f6c05ceb,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1129,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
c8837b23ff8aaa8a2dde915473ce0991,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,300,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
bee783ee2974595487357e195ef38ca2,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,767,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
e807f1fcf82d132f9bb018ca6738a19f,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,525,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
0acf4539a14b3aa27deeb4cbdf6e989f,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,723,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
c33367701511b4f6020ec61ded352059,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,309,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
acc6f2779b808637d04c71e3d8360eeb,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,580,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
84d961568a65073a3bcf0eb216b2a576,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,875,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1c63129ae9db9c60c3e8aa94d3e00495,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,785,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
dc0fa7df3d07904a09288bd2d2bb5f40,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,385,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
596a96cc7bf9108cd896f33c44aedc8a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,774,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
93279e3308bdbbeed946fc965017f67a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,297,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
670b14728ad9902aecba32e22fa4f6bd,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,288,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
76419c58730d9f35de7ac538c2fd6737,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,686,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
46f94c8de14fb36680850768ff1b7f2a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,483,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
b36d331451a61eb2d76860e00c347396,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,643,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5fcfd41e547a12215b173ff47fdd3739,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,848,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d16d377af76c99d27093abc22244b342,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,638,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1660fe5c81c4ce64a2611494c439e1ba,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,849,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
02c75fb22c75b23dc963c7eb91a062cc,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,776,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a152e841783914146e4bcd4f39100686,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6b1b36cbb04b41490bfc0ab2bfa26f86,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,662,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d9b23ebbf9b431d009a20df52e515db5,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,661,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
da443a0ad979d5530df38ca1a74e4f80,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,639,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
ef4cdd3117793b9fd593d7488409626d,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,645,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
ec0e2603172c73a8b644bb9456c1ff6e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,627,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d914e3ecf6cc481114a3f534a5faf90b,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,641,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
f78f2477e949bee2d12a2c540fb6084f,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,642,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
0571749e2ac330a7455809c6b0e7af90,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,877,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
f25a2fc72690b780b2a14e140ef6a9e0,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,892,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
79cfdd0e92b120faadd7eb253eb800d0,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,635,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
08f90c1a417155361a5c4b8d297e0d78,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,194,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
bf779e0933a882808585d19455cd7937,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,728,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
684c851af59965b680086b7b4896ff98,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,654,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
ef6e65efc188e7dffd7335b646a85a21,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,652,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
df0349ce110b69f03b4def8012ae4970,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,643,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
ad92694923612da0600d7be498cc2e08,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,639,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
aa47f8215c6f30a0dcdb2a36a9f4168e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5badcaf789d3d1d09794d8f021f40f0e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,887,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
ee89f7a7a0565ba56f8fb5794c0bd9fe,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,758,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d0970714757783e6cf17b26fb8e2298f,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,300,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
9b306ab04ef5e25f9fb89c998a6aedab,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,633,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
0b9a54438fba2dc0d39be8f7c6c71a58,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,751,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
df53ca268240ca76670c8566ee54568a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,879,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
2345f10bb948c5665ef91f6773b3e455,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,835,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
aae039d6aa239cfc121357a825210fa3,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,738,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
b3f952d5d9adea6f63bee9d4c6fceeaa,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,652,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
b59c67bf196a4758191e42f76670ceba,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,196,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
b427ebd39c845eb5417b7f7aaf1f9724,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,667,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5b1b68a9abf4d2cd155c81a9225fd158,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,318,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1bbd886460827015e5d605ed44252251,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,392,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
e04755387e5b5968ec213e41f70c1d46,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,300,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d5aa1729c8c253e5d917a5264855eab8,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,738,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
f63f4fbc9f8c85d409f2f59f2b9e12d5,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,330,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1a1dc91c907325c69271ddf0c944bc72,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,439,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
99754106633f94d350db34d548d6091a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,425,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1d3d37667a8d7eb02054c6afdf9e2e1c,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,618,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5583413443164b56500def9a533c7c70,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,318,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
0b4e7a0e5fe84ad35fb5f95b9ceeac79,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,582,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6f4ec514eee84cc58c8e610a0c87d7a2,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,636,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
8afa847f50a716e64932d995c8e7435a,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,871,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
d1133275ee2118be63a577af759fc052,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,650,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
fea0f1f6fede90bd0a925b4194deac11,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6209804952225ab3d14348307b5a4a27,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,610,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6b1628b016dff46e6fa35684be6acc96,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,665,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
b5c0b187fe309af0f4d35982fd961d7e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,438,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
adff44c5102fca279fce7559abf66fee,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,646,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
7813d1590d28a7dd372ad54b5d29d033,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,222,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
fc63f87c08d505264caba37514cd0cfd,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,634,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
91cb315a6405bfcc30e2c4571ccfb8ce,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,725,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5ef64bad8f9d7e0c85f821580e4d6629,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,630,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
e6a5ba0842a531163425d66839569a68,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,762,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
9df3b01c60df20d13843841ff0d4482c,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,626,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
1d10ca7f8fe2615bf72a249a7d34d6b9,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,752,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
6ebe76c9fb411be97b3b0d48b791a7c9,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,477,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
09f8316e29649a7f795f414ba3860fc0,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,625,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
229979fce5174c17d4645bf8752dae1e,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,660,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
5c7686c0284e0875b26de99c1008e998,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,762,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
7d8bc5f1a8d3787d06ef11c97d4655df,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,667,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
21b72c0b7adc5c7b4a50ffcb90d92dd6,./create_from_passwords_hashed,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,661,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Frankly, my dear, I don't give a damn.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3216,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I'm going to make him an offer he can't refuse.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4099,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"You don't understand! I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,11600,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Toto, I've got a feeling we're not in Kansas anymore.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4686,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Here's looking at you, kid.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2389,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Go ahead, make my day.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1861,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"All right, Mr. DeMille, I'm ready for my close-up.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4237,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
May the Force be with you.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2309,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Fasten your seatbelts. It's going to be a bumpy night.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4912,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You talking to me?,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1659,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
What we've got here is failure to communicate.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4266,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I love the smell of napalm in the morning.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3819,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Love means never having to say you're sorry.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4127,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The stuff that dreams are made of.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3080,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
E.T. phone home.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1318,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They call me Mister Tibbs!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2321,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rosebud.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,770,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Made it, Ma! Top of the world!",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2465,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"I'm as mad as hell, and I'm not going to take this anymore!",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5081,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Louis, I think this is the beginning of a beautiful friendship.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5814,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8394,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bond. James Bond.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1426,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
There's no place like home.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2416,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I am big! It's the pictures that got small.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3763,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
