prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
Show me the money!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1629,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Why don't you come up sometime and see me?,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3806,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I'm walking here! I'm walking here!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3006,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Play it, Sam. Play 'As Time Goes By.'",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2924,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You can't handle the truth!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2447,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I want to be alone.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1642,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"After all, tomorrow is another day!",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3244,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Round up the usual suspects.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2688,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I'll have what she's having.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2469,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"You know how to whistle, don't you, Steve? You just put your lips together and blow.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7742,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You're gonna need a bigger boat.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2863,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8890,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I'll be back.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1038,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Today, I consider myself the luckiest man on the face of the earth.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6083,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"If you build it, he will come.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2620,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Mama always said life was like a box of chocolates. You never know what you're gonna get.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8124,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
We rob banks.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1148,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Plastics.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,881,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
We'll always have Paris.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2173,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I see dead people.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1575,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Stella! Hey, Stella!",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1694,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Oh, Jerry, don't let's ask for the moon. We have the stars.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5088,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Shane. Shane. Come back!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2000,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Well, nobody's perfect.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2108,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It's alive! It's alive!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1906,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Houston, we have a problem.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2460,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6843,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You had me at ‘hello.’,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2760,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7496,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
There's no crying in baseball!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2729,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"La-dee-da, la-dee-da.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1678,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
A boy's best friend is his mother.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3048,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Greed, for lack of a better word, is good.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3660,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Keep your friends close, but your enemies closer.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4631,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"As God is my witness, I'll never be hungry again.",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4323,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Well, here's another nice mess you've gotten me into!",./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4835,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Say hello to my little friend!,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2769,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
What a dump.,./create_from_movie_quotes,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1049,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Many years ago, there was a woodcutter.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3614,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_1.png
He lived deep in the forest with his wife.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3811,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_187.png
a,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2915,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3597,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8672,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_undefined.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8316,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_17575.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1285,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_64182.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2224,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_35392.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_5423.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5503,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_785.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8186,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_34400.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3804,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_66698.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9166,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_89193.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4852,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_18614.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2210,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_20388.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,45,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_59319.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7057,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_31315.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9644,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_55103.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2947,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_43064.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5579,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_89387.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6758,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_32862.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6999,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_95649.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3065,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_15258.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9921,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_88098.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1557,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_13427.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3120,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_25845.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7212,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_1338.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1018,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_61324.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6632,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_13572.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5378,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_6573.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7795,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_82540.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3031,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_15961.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2803,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_15455.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1537,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_66633.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7441,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_84869.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9883,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_98327.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8059,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_67751.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9657,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_31166.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1763,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_5473.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1947,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_18639.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9381,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_11908.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4009,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_32608.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3666,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_6217.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4138,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_57202.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6987,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_35356.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8312,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_5350.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7865,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_39572.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6339,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_66322.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4832,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_38049.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4969,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_55618.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7367,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_15952.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,444,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_34732.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2344,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_71174.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8644,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_72155.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7097,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_58596.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5038,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_77954.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3771,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_68420.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6392,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_29867.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7436,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_89470.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4204,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_46986.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,617,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_35708.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4531,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_42794.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,891,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_66599.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2614,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_62747.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1966,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_99463.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1047,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_52694.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,254,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_19164.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2527,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_99166.png
